Actual_RUL,Predicted_RUL
125.0,122.40063
125.0,122.27044
125.0,122.59385
125.0,122.30875
125.0,122.33828
125.0,121.36807
125.0,120.61979
125.0,119.59505
125.0,118.85248
125.0,119.72004
125.0,119.7339
125.0,119.69118
125.0,120.002625
125.0,119.62702
125.0,119.87914
125.0,119.42266
125.0,119.94496
125.0,120.141106
125.0,119.76262
125.0,119.46273
125.0,119.615105
125.0,119.79469
125.0,120.50652
125.0,120.67151
125.0,121.12693
125.0,120.88305
125.0,120.678215
125.0,120.94457
125.0,121.33037
125.0,121.20222
125.0,122.1575
125.0,122.56579
125.0,123.29774
125.0,123.151024
125.0,122.609
125.0,122.44337
125.0,122.01485
125.0,121.78579
125.0,121.39006
125.0,121.37262
124.0,121.00115
123.0,120.658455
122.0,120.0324
121.0,119.74324
120.0,119.69503
119.0,119.82373
118.0,119.98278
117.0,119.91081
116.0,119.35662
115.0,116.34306
114.0,112.09935
113.0,111.51734
112.0,108.13527
111.0,107.51216
110.0,113.424736
109.0,108.56687
108.0,110.87072
125.0,123.536385
125.0,123.95139
125.0,123.85226
125.0,124.48245
125.0,124.20011
125.0,124.246574
125.0,124.22287
125.0,124.441505
125.0,124.38468
125.0,124.4906
125.0,124.4519
125.0,124.64549
125.0,124.83764
125.0,125.25168
125.0,125.440865
125.0,125.40266
125.0,125.28591
125.0,125.47024
125.0,126.08588
125.0,125.89173
125.0,126.03049
125.0,125.9409
125.0,125.85254
125.0,125.46358
125.0,125.33128
125.0,125.45592
125.0,125.61115
125.0,126.1293
125.0,125.32242
125.0,125.27311
125.0,125.34012
125.0,125.589134
125.0,125.635475
125.0,126.36752
125.0,126.31679
125.0,125.5803
125.0,125.46961
125.0,125.53708
125.0,125.29902
125.0,125.21742
125.0,124.650505
125.0,124.96392
125.0,124.68368
125.0,124.52203
125.0,124.791176
125.0,123.6314
125.0,123.534294
125.0,122.90187
125.0,123.12846
125.0,122.519714
125.0,122.220116
125.0,122.25666
125.0,122.89022
125.0,123.33407
125.0,123.318375
125.0,123.39981
125.0,123.28787
125.0,123.43834
125.0,123.02219
125.0,123.35898
125.0,123.23047
125.0,123.71148
125.0,123.91603
125.0,124.364525
125.0,125.029076
125.0,125.11243
125.0,125.461174
125.0,125.6222
125.0,125.79235
125.0,125.86683
125.0,126.13705
125.0,126.420815
125.0,126.17482
125.0,126.24406
125.0,126.527115
125.0,125.78395
125.0,125.81824
125.0,125.06372
125.0,125.2662
125.0,124.712456
125.0,124.39716
125.0,124.4144
125.0,124.4103
125.0,124.202866
125.0,123.99186
125.0,123.95908
125.0,123.7757
125.0,123.631134
125.0,123.441536
125.0,123.31185
125.0,123.32928
125.0,123.38499
125.0,123.67736
125.0,123.234
125.0,123.51265
125.0,123.34983
125.0,123.291695
125.0,123.57956
125.0,123.98033
125.0,123.809
125.0,124.118
125.0,124.083405
125.0,124.54114
125.0,124.411064
125.0,124.19979
125.0,124.38674
125.0,123.87738
125.0,123.7652
125.0,123.34734
125.0,123.160324
125.0,123.07401
125.0,122.95485
125.0,123.03832
125.0,122.598885
125.0,122.44856
125.0,122.83514
125.0,122.98271
125.0,123.210175
125.0,123.218544
125.0,123.20515
125.0,123.437935
125.0,123.77477
125.0,124.12103
125.0,123.92381
125.0,124.28162
125.0,124.26154
125.0,124.14824
125.0,124.24247
125.0,123.59886
124.0,123.28054
123.0,122.48288
122.0,123.02255
121.0,122.585686
120.0,121.62611
119.0,121.5372
118.0,121.95641
117.0,122.1124
116.0,122.123856
115.0,121.48877
114.0,121.13577
113.0,121.089615
112.0,120.90102
111.0,121.12098
110.0,121.10841
109.0,121.01546
108.0,120.821045
107.0,120.83444
106.0,120.878426
105.0,120.89625
104.0,120.89259
103.0,121.407234
102.0,121.22003
101.0,121.73456
100.0,120.57725
99.0,120.70605
98.0,119.95836
97.0,120.10699
96.0,119.71877
95.0,119.16122
94.0,118.699326
93.0,118.62908
92.0,118.25751
91.0,114.603874
90.0,112.84174
89.0,110.51869
88.0,111.920296
87.0,113.35704
86.0,113.98551
85.0,113.54725
84.0,114.243744
83.0,110.12779
82.0,111.17494
81.0,110.276344
80.0,108.83902
79.0,106.55466
78.0,104.0974
77.0,104.83861
76.0,109.97486
125.0,95.253136
125.0,102.45938
125.0,97.11622
125.0,95.25848
125.0,91.362045
125.0,85.6417
125.0,88.74727
125.0,93.263756
125.0,90.95606
125.0,84.49043
125.0,85.911156
125.0,83.37198
125.0,86.224335
125.0,93.47861
125.0,97.56775
125.0,95.31806
125.0,93.0849
125.0,93.11696
125.0,95.35358
125.0,93.559044
125.0,93.22151
125.0,122.68255
125.0,123.064575
125.0,123.41826
125.0,123.562004
125.0,123.692635
125.0,123.45262
125.0,123.68556
125.0,123.85283
125.0,123.825836
125.0,124.0147
125.0,124.59858
125.0,125.07212
125.0,125.41552
125.0,125.44868
125.0,125.34001
125.0,125.27883
125.0,124.90093
125.0,124.745964
125.0,123.96753
125.0,123.91539
125.0,123.55674
125.0,122.99801
125.0,122.48526
125.0,121.83962
125.0,121.60894
125.0,121.39149
125.0,121.31327
125.0,120.92567
125.0,121.17576
125.0,121.107475
125.0,121.37231
125.0,121.73955
125.0,121.774864
125.0,121.72896
125.0,121.81889
125.0,121.61522
125.0,122.5245
125.0,122.59738
125.0,122.59891
125.0,122.65882
125.0,122.70369
125.0,123.45298
125.0,124.02318
125.0,124.03562
125.0,123.67482
125.0,123.42419
125.0,123.4103
125.0,123.26389
125.0,123.47274
125.0,123.707985
125.0,123.13497
125.0,122.754845
125.0,122.983795
125.0,122.21304
125.0,121.56744
125.0,121.57362
125.0,121.457924
125.0,121.758804
125.0,121.299706
125.0,120.23956
125.0,120.35936
125.0,121.058624
125.0,121.25048
125.0,120.98397
125.0,120.63946
125.0,119.81133
125.0,119.80159
125.0,119.3618
125.0,120.126205
125.0,120.04635
124.0,121.17046
123.0,121.35157
122.0,121.13528
121.0,121.03432
120.0,120.97157
119.0,121.42878
118.0,121.865685
117.0,121.85328
116.0,122.18722
115.0,122.97085
114.0,122.5729
113.0,122.431755
112.0,122.26883
111.0,121.29578
110.0,120.7398
109.0,120.60343
108.0,120.18249
107.0,119.49989
106.0,119.3649
105.0,119.39064
104.0,119.58061
103.0,119.505974
102.0,119.13331
101.0,118.72359
100.0,118.12804
99.0,118.166084
98.0,116.45275
97.0,117.094246
96.0,118.87376
95.0,118.71111
94.0,120.479195
93.0,120.10752
92.0,119.857666
91.0,119.67246
90.0,119.22428
89.0,119.490814
88.0,119.29017
87.0,119.928345
86.0,120.117676
85.0,119.89947
84.0,119.31253
83.0,119.806114
82.0,119.66174
81.0,119.57635
80.0,119.04529
79.0,118.47484
118.0,89.012794
117.0,85.271
116.0,88.50037
115.0,91.63472
114.0,91.65766
113.0,95.17763
112.0,98.84215
111.0,99.24504
110.0,101.09024
109.0,100.29118
108.0,97.120445
107.0,91.72842
106.0,96.58299
105.0,100.83155
104.0,104.735825
103.0,102.64736
102.0,103.67532
101.0,104.30045
100.0,103.52252
99.0,101.3395
98.0,94.966934
97.0,98.34028
96.0,101.409225
95.0,98.09119
125.0,112.44758
125.0,111.63985
125.0,113.75052
125.0,114.06595
125.0,114.6302
125.0,114.13989
125.0,113.05193
125.0,109.11125
125.0,108.93784
125.0,111.04985
125.0,107.28185
125.0,110.70572
125.0,110.28352
125.0,109.18578
125.0,111.18543
125.0,114.10929
125.0,114.938156
125.0,115.56396
125.0,115.189285
125.0,115.61357
125.0,115.51888
125.0,115.83808
125.0,115.64906
125.0,116.20842
125.0,115.89199
125.0,115.41529
125.0,115.7003
125.0,115.33401
125.0,113.413216
125.0,110.25697
125.0,113.86257
125.0,115.47198
125.0,115.04037
125.0,114.83152
125.0,110.85277
125.0,101.07901
125.0,99.80282
125.0,96.52731
125.0,94.128624
125.0,96.05928
125.0,94.17862
125.0,93.390564
125.0,96.31974
125.0,95.02808
125.0,97.00969
125.0,96.23834
125.0,99.9229
125.0,101.2923
125.0,102.2281
125.0,101.88326
125.0,103.756424
125.0,100.70142
125.0,101.74309
125.0,107.776535
125.0,106.54324
125.0,112.166534
125.0,113.46262
125.0,112.477684
125.0,108.44065
125.0,111.237274
125.0,112.317924
125.0,108.76813
125.0,105.6578
125.0,102.594154
125.0,98.00383
125.0,99.41348
125.0,95.92569
125.0,92.13318
125.0,90.77156
125.0,96.20583
125.0,92.59664
125.0,84.544685
125.0,93.33282
125.0,97.74451
125.0,99.30942
125.0,97.781334
125.0,101.63333
125.0,98.87673
125.0,106.909676
125.0,107.24618
125.0,110.55601
125.0,110.47941
125.0,111.32367
125.0,111.11733
125.0,109.484344
125.0,112.90185
125.0,113.42469
125.0,115.22355
125.0,115.66034
125.0,116.124725
125.0,116.38527
125.0,116.82072
125.0,116.630806
125.0,115.76818
125.0,115.02472
125.0,116.31814
125.0,114.32604
125.0,112.37909
125.0,109.60027
125.0,109.32875
125.0,101.11493
125.0,101.52764
125.0,104.311165
125.0,100.504074
125.0,98.591095
125.0,95.563644
125.0,91.51895
125.0,89.55864
124.0,92.40024
123.0,82.52362
122.0,86.11787
121.0,85.334564
120.0,80.355255
119.0,80.48676
118.0,79.22032
117.0,82.915146
116.0,80.98968
115.0,87.21336
114.0,85.41015
113.0,82.641396
112.0,81.00695
111.0,84.07101
110.0,80.908455
109.0,79.86751
108.0,80.04349
107.0,81.68287
106.0,75.31762
105.0,75.7928
104.0,63.468822
103.0,65.13189
102.0,71.1734
101.0,74.8736
100.0,78.38145
99.0,82.04299
98.0,83.16075
97.0,84.877106
96.0,82.59858
95.0,82.245964
94.0,81.986115
93.0,78.88602
92.0,82.39202
91.0,81.565735
90.0,83.69202
89.0,82.77757
88.0,83.27444
87.0,83.13226
86.0,81.81494
85.0,88.83215
84.0,93.37247
83.0,91.313675
82.0,89.53243
81.0,86.09645
80.0,79.57154
79.0,80.01215
78.0,80.14786
77.0,83.7888
76.0,77.80349
75.0,78.98417
74.0,73.03952
73.0,77.76664
72.0,77.39005
71.0,77.11236
70.0,77.62576
69.0,74.65565
68.0,76.73474
67.0,72.77812
66.0,66.193146
65.0,62.478497
64.0,60.694508
63.0,55.461033
62.0,54.856926
61.0,55.267067
60.0,56.637684
59.0,54.23306
58.0,57.65242
57.0,51.36784
56.0,47.107742
55.0,42.92492
54.0,43.952076
53.0,44.514423
52.0,44.067677
51.0,43.96793
50.0,46.69238
49.0,43.427147
48.0,47.68119
47.0,47.331333
46.0,44.697525
45.0,45.060337
44.0,44.091476
43.0,42.887814
42.0,40.410072
41.0,37.851788
40.0,34.57536
39.0,33.093876
38.0,32.81948
37.0,32.544346
36.0,32.06645
35.0,31.757944
34.0,33.093624
33.0,32.151237
32.0,32.51832
31.0,31.739086
30.0,30.739256
29.0,29.6578
28.0,29.510773
27.0,26.910995
26.0,27.666246
25.0,27.410057
24.0,27.133505
23.0,25.222166
22.0,24.086714
21.0,22.03787
20.0,21.22487
19.0,21.99096
18.0,21.496777
17.0,21.206074
16.0,20.733143
15.0,19.428507
125.0,123.90395
125.0,123.7012
125.0,123.51009
125.0,122.88645
125.0,122.43794
125.0,122.19566
125.0,121.76476
125.0,121.72005
125.0,121.56862
125.0,121.748566
125.0,122.54757
125.0,122.72388
125.0,122.759
125.0,122.94233
125.0,123.552475
125.0,123.40995
125.0,123.608955
125.0,123.97635
125.0,124.22969
125.0,124.10647
125.0,123.816925
125.0,123.34213
125.0,123.18937
125.0,123.57112
125.0,123.913315
125.0,123.92038
125.0,123.757614
125.0,123.48242
125.0,123.305374
125.0,123.052895
125.0,122.00974
125.0,121.81306
125.0,121.76351
125.0,122.13907
125.0,122.23166
125.0,122.71145
125.0,123.00543
125.0,123.68861
125.0,123.51388
125.0,123.77752
125.0,124.16974
125.0,124.65936
125.0,124.786
125.0,124.90549
125.0,124.889984
125.0,125.06418
125.0,125.74593
125.0,125.5586
125.0,125.75872
125.0,125.644966
125.0,125.349625
125.0,124.63149
125.0,124.13263
125.0,123.65235
125.0,123.12426
125.0,122.76076
125.0,122.42741
125.0,122.7642
125.0,122.42836
125.0,122.23167
125.0,121.50061
125.0,121.46664
125.0,121.62241
125.0,121.826416
125.0,121.92913
125.0,121.82055
125.0,122.20188
125.0,123.00601
125.0,122.71546
125.0,122.47614
125.0,122.07368
125.0,122.31356
125.0,121.943924
125.0,122.11235
125.0,122.170685
125.0,122.31524
125.0,122.188194
125.0,121.78637
125.0,121.636375
125.0,121.912575
125.0,122.00299
125.0,122.38571
125.0,122.516304
125.0,123.03543
125.0,123.17796
125.0,123.34493
125.0,123.09134
125.0,122.96692
125.0,123.23767
125.0,122.935455
125.0,122.887764
125.0,122.84607
125.0,122.76225
125.0,122.648926
125.0,122.99186
125.0,122.64604
125.0,122.58024
125.0,122.76732
125.0,121.47516
125.0,121.18956
125.0,120.30709
125.0,121.12403
125.0,121.60671
125.0,121.45563
125.0,121.20484
125.0,121.11711
125.0,120.91289
125.0,121.530685
125.0,121.16568
125.0,122.04298
125.0,122.4399
125.0,122.661255
125.0,122.61851
125.0,122.71714
125.0,123.11684
125.0,123.60416
125.0,123.51296
125.0,122.84398
125.0,122.91643
125.0,122.76037
125.0,123.47572
125.0,123.91831
125.0,123.82873
125.0,123.56526
125.0,123.67822
125.0,123.41161
125.0,123.36662
125.0,123.69284
125.0,123.29873
125.0,123.371025
125.0,122.825195
125.0,123.00443
125.0,123.276505
125.0,122.44421
125.0,122.83093
125.0,123.13982
125.0,123.22046
125.0,123.10575
125.0,123.13534
125.0,123.94905
125.0,123.88092
125.0,123.533424
125.0,123.2409
125.0,123.41044
125.0,123.4633
125.0,123.9558
125.0,123.829254
125.0,123.52675
125.0,123.38145
125.0,123.069176
125.0,123.006615
125.0,122.83432
125.0,122.31899
125.0,121.82395
125.0,121.61234
125.0,121.507935
125.0,121.47303
125.0,121.87468
125.0,121.22208
125.0,121.18918
125.0,121.04114
125.0,120.59998
125.0,120.90878
125.0,121.0899
125.0,121.41938
125.0,121.81357
125.0,122.04183
125.0,121.9485
125.0,121.587
125.0,121.97307
125.0,121.06403
125.0,120.16825
125.0,119.38756
125.0,119.09978
125.0,119.07527
125.0,118.644066
125.0,118.89454
125.0,119.250534
125.0,118.835106
125.0,117.65294
125.0,118.13168
125.0,118.2104
125.0,117.36953
125.0,119.213135
125.0,119.16585
125.0,119.93906
125.0,119.40902
125.0,119.75981
125.0,119.61953
125.0,119.20793
125.0,119.48032
125.0,119.362885
125.0,119.874435
125.0,119.9815
125.0,120.17622
125.0,121.36353
125.0,121.70753
125.0,121.706276
125.0,121.32116
125.0,121.87891
125.0,121.56044
125.0,121.222466
125.0,120.36485
125.0,119.447136
125.0,119.494576
125.0,117.12556
125.0,118.92405
125.0,119.13428
125.0,115.00676
125.0,109.42948
125.0,109.77089
125.0,109.62443
125.0,108.780594
125.0,110.704185
125.0,109.30974
125.0,109.7368
125.0,108.551636
125.0,110.481346
125.0,108.84635
125.0,106.418175
125.0,107.763084
125.0,108.41435
125.0,109.880295
125.0,113.76689
125.0,114.63256
125.0,115.47854
125.0,116.19271
125.0,118.29138
125.0,118.61664
124.0,119.259476
123.0,118.1336
122.0,117.21306
121.0,117.63801
120.0,117.33319
119.0,115.86582
118.0,110.9628
117.0,111.17011
116.0,112.36221
115.0,107.510216
114.0,108.62341
113.0,111.698715
112.0,109.37561
111.0,108.29027
110.0,108.26376
109.0,106.59218
108.0,109.25148
107.0,111.9852
106.0,109.76258
105.0,110.591385
104.0,109.18686
103.0,111.263245
102.0,113.44385
101.0,117.66119
100.0,118.838295
125.0,119.98161
125.0,119.2671
125.0,119.99341
125.0,119.62962
125.0,118.86491
125.0,118.57775
125.0,118.16508
125.0,118.64801
125.0,118.80349
125.0,119.26918
125.0,119.73072
125.0,120.53905
125.0,120.54825
125.0,121.54207
125.0,121.84553
125.0,121.890236
125.0,121.53649
125.0,120.73274
125.0,121.067184
125.0,120.94079
125.0,121.17201
125.0,121.315285
125.0,119.537605
125.0,119.741425
125.0,119.91255
125.0,121.03913
125.0,120.795044
125.0,121.15169
125.0,120.091934
125.0,119.9313
125.0,120.738785
125.0,120.69006
125.0,121.28202
125.0,120.62018
125.0,120.96076
125.0,120.96524
125.0,120.79647
125.0,120.137054
125.0,119.73636
125.0,120.47649
125.0,119.73047
125.0,119.319756
125.0,119.38661
125.0,118.97221
125.0,119.40906
125.0,118.37143
125.0,119.37111
125.0,117.23779
125.0,118.21572
125.0,118.15171
125.0,119.83411
125.0,120.04726
125.0,125.50843
125.0,125.372185
125.0,124.57749
125.0,125.10988
125.0,125.23237
125.0,125.34262
125.0,125.934006
125.0,125.799355
125.0,125.451385
125.0,125.29412
125.0,125.67142
125.0,125.941765
125.0,125.81905
125.0,126.25155
125.0,126.227455
125.0,126.01052
125.0,126.02939
125.0,126.119896
125.0,125.70405
125.0,126.04208
125.0,126.10045
125.0,126.357155
125.0,125.58718
125.0,125.73802
125.0,125.66401
125.0,126.05135
125.0,126.08036
125.0,126.10609
125.0,126.19001
125.0,126.10963
125.0,125.94212
125.0,125.47576
125.0,125.15068
125.0,124.90726
125.0,124.48688
125.0,124.30188
125.0,124.32272
125.0,124.13537
125.0,124.69947
125.0,124.509964
125.0,124.767395
125.0,125.57547
125.0,125.83154
125.0,126.0453
125.0,126.012535
125.0,125.84519
125.0,126.020966
125.0,125.63762
125.0,125.2743
125.0,125.047745
125.0,124.95225
125.0,124.40619
125.0,124.494934
125.0,124.4043
125.0,124.04417
125.0,124.27876
125.0,124.62727
125.0,124.963684
125.0,125.57666
125.0,126.160446
125.0,126.58033
125.0,125.97833
125.0,125.80219
125.0,125.41621
125.0,125.20496
125.0,124.86001
125.0,124.53145
125.0,124.062126
125.0,124.96462
125.0,124.74722
125.0,125.04636
125.0,125.55887
125.0,125.84669
125.0,126.23618
125.0,126.6227
125.0,126.785416
125.0,127.38486
125.0,126.81468
125.0,126.676544
125.0,126.623215
125.0,126.1325
125.0,125.24955
125.0,124.71533
125.0,124.582306
125.0,123.996544
125.0,123.96478
125.0,123.97428
125.0,123.94877
125.0,124.33529
125.0,124.50152
125.0,124.58875
125.0,124.29095
125.0,124.604225
125.0,124.52193
125.0,124.7269
125.0,124.76374
125.0,124.47319
125.0,124.8993
125.0,125.400734
125.0,125.08419
125.0,124.81171
125.0,125.07704
125.0,124.99542
125.0,125.22772
125.0,125.19823
125.0,125.0529
125.0,125.02405
125.0,124.561066
125.0,125.031265
125.0,124.97061
125.0,124.81296
125.0,124.931015
125.0,125.063446
125.0,125.36165
125.0,125.01493
125.0,125.02943
125.0,125.10345
125.0,124.85723
125.0,125.358734
125.0,124.870605
125.0,124.85892
125.0,124.532875
125.0,124.26031
124.0,123.75943
123.0,123.67573
122.0,123.62967
121.0,123.46326
120.0,124.05406
119.0,124.10538
118.0,123.69757
117.0,123.236496
116.0,123.31957
115.0,123.0538
114.0,123.46529
113.0,123.9302
112.0,123.89366
111.0,123.46507
110.0,123.25524
109.0,123.097885
108.0,122.260666
107.0,122.34153
106.0,122.570496
105.0,122.47577
104.0,122.64155
103.0,122.73051
102.0,123.079025
101.0,123.29186
100.0,123.528076
99.0,123.83859
98.0,123.651146
97.0,123.42657
96.0,122.9082
95.0,122.57942
94.0,122.19001
93.0,121.85225
92.0,121.69477
91.0,121.71856
90.0,122.334915
89.0,121.97995
88.0,120.96641
87.0,119.737465
86.0,119.72248
85.0,119.07602
84.0,119.1486
83.0,119.90596
82.0,119.699905
81.0,117.063126
80.0,116.25567
79.0,112.81514
78.0,110.35781
77.0,108.50034
76.0,108.84129
75.0,106.50076
74.0,110.8376
73.0,113.80306
72.0,116.01843
71.0,117.057
70.0,116.60154
69.0,112.35571
68.0,110.59164
67.0,108.31292
66.0,101.59277
65.0,100.771126
64.0,99.226425
63.0,96.6488
62.0,104.441124
61.0,105.64256
60.0,105.377304
59.0,97.71098
58.0,98.140495
57.0,93.24005
56.0,90.9489
55.0,82.4156
54.0,76.9332
53.0,75.6994
52.0,70.61483
51.0,63.867012
50.0,58.72299
49.0,58.589108
48.0,60.36702
47.0,55.622055
46.0,54.501816
45.0,51.557907
44.0,53.659836
43.0,52.16448
42.0,51.11286
41.0,48.80987
40.0,53.1765
39.0,53.865814
38.0,57.668537
37.0,55.38015
36.0,53.992508
35.0,46.401897
34.0,48.138313
33.0,49.624176
32.0,49.632175
31.0,48.267418
30.0,48.209003
29.0,46.720474
28.0,46.68521
27.0,42.950424
26.0,42.984867
25.0,40.94929
24.0,40.884254
23.0,39.8991
22.0,38.71756
21.0,36.554226
20.0,35.686382
19.0,34.527973
18.0,33.46149
17.0,32.81039
16.0,31.758257
15.0,31.265923
14.0,31.126072
13.0,30.772432
12.0,29.49401
11.0,28.0536
10.0,26.331688
9.0,24.716246
8.0,24.657814
125.0,120.25221
125.0,119.843185
125.0,120.501335
125.0,120.18377
125.0,119.93514
125.0,119.97966
125.0,120.50554
125.0,120.19789
125.0,120.13026
125.0,120.10038
125.0,120.68972
125.0,120.92253
125.0,120.49122
125.0,120.68395
125.0,119.62816
